Order_ID,Product_ID,Product_Name,Category,Sub_Category,Brand,Price,Discount_Percent,Final_Price,Rating,Number_of_Ratings,Size,Color,Student_Discount_Applied,Payment_Mode,Order_Date,Delivery_Days,City,Return_Status
100222,MYN1221,Realme Ear Phones Everyday,Electronics,Ear Phones,Realme,3247,30,2272.9,4.5,2011.0,Free Size,Red,True,Debit Card,2025-05-23,7.0,Kolkata,Not Returned
100290,MYN1289,Realme Ear Phones Pro,Electronics,Ear Phones,Realme,2891,30,2023.7,,,Free Size,Olive,True,Credit Card,2025-01-16,3.0,Jaipur,Not Returned
100212,MYN1211,Puma Caps Casual,Accessories,Caps,Puma,2782,30,1947.4,4.6,461.0,Free Size,Olive,True,Debit Card,2025-01-22,4.0,Lucknow,Not Returned
100149,MYN1148,Wildcraft Sling Bags Pro,Bags,Sling Bags,Wildcraft,1938,60,775.2,4.1,1108.0,Free Size,Maroon,True,Cash on Delivery,2025-03-03,8.0,Chennai,Not Returned
100166,MYN1165,Titan Wallets Casual,Accessories,Wallets,Titan,3515,30,2460.5,2.6,1864.0,Free Size,Red,False,Debit Card,2025-03-30,7.0,Jaipur,Not Returned
100079,MYN1078,Levis Sweatshirts Casual,Topwear,Sweatshirts,Levis,1857,10,1671.3,4.3,4655.0,XXL,Blue,False,Cash on Delivery,2025-01-01,3.0,Pune,Not Returned
100114,MYN1113,Adidas Sneakers Edition,Footwear,Sneakers,Adidas,1129,30,790.3,3.4,3116.0,7,Red,False,Debit Card,2025-07-06,4.0,Lucknow,Not Returned
100250,MYN1249,Wildcraft Sling Bags Classic,Bags,Sling Bags,Wildcraft,3160,40,1896.0,4.9,2947.0,Free Size,White,False,Cash on Delivery,2025-06-19,4.0,Kolkata,Not Returned
100251,MYN1250,Roadster Jeans Sport,Bottomwear,Jeans,Roadster,2819,30,1973.3,3.6,1144.0,XXL,Red,False,UPI,2025-06-15,6.0,Hyderabad,Not Returned
100105,MYN1104,HRX Mufflers Casual,Winterwear,Mufflers,HRX,1978,30,1384.6,3.6,3578.0,M,Beige,False,Cash on Delivery,2025-03-27,5.0,Mumbai,Not Returned
100043,MYN1042,Woodland Mufflers Classic,Winterwear,Mufflers,Woodland,1474,20,1179.2,4.2,3070.0,S,Maroon,True,Cash on Delivery,2025-06-11,4.0,Jaipur,Exchanged
100282,MYN1281,boAt Ear Phones Sport,Electronics,Ear Phones,boAt,3466,40,2079.6,3.7,4791.0,Free Size,White,False,Cash on Delivery,2025-04-12,4.0,Chennai,Not Returned
100296,MYN1295,Wrangler Jeans Everyday,Bottomwear,Jeans,Wrangler,1416,60,566.4,,,XXL,Blue,False,Net Banking,2025-03-05,6.0,Lucknow,Exchanged
100158,MYN1157,Campus Sports Shoes Casual,Footwear,Sports Shoes,Campus,2645,0,2645.0,4.1,3929.0,7,Olive,False,Credit Card,2025-01-28,3.0,Chennai,Returned
100239,MYN1238,HRX Hoodies Classic,Topwear,Hoodies,HRX,866,20,692.8,5.0,2977.0,XXL,Red,False,Net Banking,2025-05-09,8.0,Hyderabad,Not Returned
100018,MYN1017,Puma Formal Shoes Casual,Footwear,Formal Shoes,Puma,2438,20,1950.4,4.1,198.0,11,Black,False,UPI,2025-05-19,8.0,Chennai,Not Returned
100165,MYN1164,Fastrack Watches Classic,Accessories,Watches,Fastrack,1663,40,997.8,3.6,4613.0,Free Size,Olive,False,Net Banking,2025-03-27,8.0,Ahmedabad,Not Returned
100034,MYN1033,Roadster Trousers Pro,Bottomwear,Trousers,Roadster,2910,0,2910.0,,,M,Beige,False,Debit Card,2025-04-19,9.0,Hyderabad,Not Returned
100025,MYN1024,Noise Smart Watches Edition,Electronics,Smart Watches,Noise,2017,20,1613.6,3.9,955.0,Free Size,Red,False,Debit Card,2025-04-25,7.0,,Not Returned
100216,MYN1215,WROGN Wallets Classic,Accessories,Wallets,WROGN,3788,50,1894.0,3.7,1125.0,Free Size,Beige,True,Net Banking,2025-07-05,5.0,Pune,Not Returned
100120,MYN1119,Ray-Ban Caps Everyday,Accessories,Caps,Ray-Ban,1748,30,1223.6,5.0,4347.0,Free Size,Maroon,True,Cash on Delivery,2025-01-13,6.0,Hyderabad,Not Returned
100008,MYN1007,Titan Wallets Everyday,Accessories,Wallets,Titan,2867,0,2867.0,4.5,392.0,Free Size,Maroon,True,Debit Card,2025-06-12,4.0,Jaipur,Not Returned
100091,MYN1090,Wrangler Trousers Pro,Bottomwear,Trousers,Wrangler,2238,60,895.2,4.5,3877.0,XXL,Olive,False,Net Banking,2025-03-13,8.0,Bangalore,Returned
100047,MYN1046,Roadster Mufflers Sport,Winterwear,Mufflers,Roadster,963,20,770.4,4.9,4947.0,S,Olive,False,Cash on Delivery,2025-04-21,9.0,Kolkata,Not Returned
100074,MYN1073,Campus Slippers Casual,Footwear,Slippers,Campus,3191,0,3191.0,,,10,Olive,False,Cash on Delivery,2025-04-21,7.0,Delhi,Not Returned
100094,MYN1093,Sparx Slippers Edition,Footwear,Slippers,Sparx,4873,30,3411.1,3.7,3601.0,7,White,False,Cash on Delivery,2025-05-08,4.0,Hyderabad,Not Returned
100077,MYN1076,Fastrack Sling Bags Sport,Bags,Sling Bags,Fastrack,3445,40,2067.0,5.0,6.0,Free Size,Grey,False,Net Banking,2025-03-07,5.0,Bangalore,Not Returned
100287,MYN1286,Fastrack Sling Bags Casual,Bags,Sling Bags,Fastrack,517,0,517.0,2.5,4675.0,Free Size,Olive,False,Cash on Delivery,2025-03-06,5.0,Lucknow,Not Returned
100061,MYN1060,HRX Mufflers Pro,Winterwear,Mufflers,HRX,3423,40,2053.8,3.4,2049.0,XL,Red,False,Net Banking,2025-02-20,6.0,Jaipur,Exchanged
100078,MYN1077,H&M Jackets Sport,Winterwear,Jackets,H&M,2328,10,2095.2,4.2,4290.0,S,Red,False,Debit Card,2025-03-20,4.0,Ahmedabad,Not Returned
100064,MYN1063,Roadster Jackets Classic,Winterwear,Jackets,Roadster,1462,60,584.8,4.0,1359.0,S,Pink,False,UPI,2025-04-01,4.0,Ahmedabad,Not Returned
100235,MYN1234,Fastrack Duffel Bags Casual,Bags,Duffel Bags,Fastrack,2578,30,1804.6,4.4,4980.0,Free Size,Pink,True,Credit Card,2025-05-23,9.0,Hyderabad,Not Returned
100230,MYN1229,Flying Machine Jeans Classic,Bottomwear,Jeans,Flying Machine,2845,30,1991.5,3.7,3653.0,XXL,Navy Blue,False,Debit Card,2025-05-11,8.0,Mumbai,Returned
100112,MYN1111,Levis Hoodies Classic,Topwear,Hoodies,Levis,1711,10,1539.9,4.1,1525.0,L,Maroon,False,Cash on Delivery,2025-03-14,2.0,Lucknow,Not Returned
100232,MYN1231,boAt Smart Watches Everyday,Electronics,Smart Watches,boAt,1371,40,822.6,2.7,3670.0,Free Size,White,True,Debit Card,2025-06-26,2.0,Chennai,Not Returned
100181,MYN1180,Levis Joggers Edition,Bottomwear,Joggers,Levis,1840,0,1840.0,2.7,4449.0,XL,Red,False,Debit Card,2025-06-13,4.0,,Not Returned
100145,MYN1144,Sparx Sandals Casual,Footwear,Sandals,Sparx,2342,40,1405.2,4.7,4198.0,6,White,False,Cash on Delivery,2025-06-18,9.0,Bangalore,Not Returned
100240,MYN1239,Roadster Mufflers Pro,Winterwear,Mufflers,Roadster,3006,40,1803.6,4.9,2592.0,XL,Black,False,Credit Card,2025-05-17,5.0,Bangalore,Not Returned
100076,MYN1075,Woodland Sweaters Classic,Winterwear,Sweaters,Woodland,2304,10,2073.6,2.9,3518.0,M,Maroon,False,Debit Card,2025-03-03,7.0,Hyderabad,Not Returned
100298,MYN1297,Roadster Sweaters Casual,Winterwear,Sweaters,Roadster,2709,50,1354.5,4.2,4119.0,XXL,Olive,False,Net Banking,2025-05-29,4.0,Delhi,Not Returned
100279,MYN1278,American Tourister Laptop Bags Pro,Bags,Laptop Bags,American Tourister,1494,20,1195.2,4.5,2835.0,Free Size,Olive,False,Debit Card,2025-06-14,8.0,Delhi,Not Returned
100098,MYN1097,Bata Sports Shoes Everyday,Footwear,Sports Shoes,Bata,3261,20,2608.8,4.6,2066.0,6,Black,False,Credit Card,2025-01-01,7.0,Ahmedabad,Returned
100093,MYN1092,Wrangler Jeans Classic,Bottomwear,Jeans,Wrangler,1165,20,932.0,4.5,4213.0,S,Maroon,False,Debit Card,2025-06-03,2.0,Chennai,Not Returned
100193,MYN1192,H&M Jackets Sport,Topwear,Jackets,H&M,1362,20,1089.6,3.8,3037.0,L,Grey,False,Credit Card,2025-03-01,8.0,Jaipur,Not Returned
100026,MYN1025,Fastrack Watches Sport,Accessories,Watches,Fastrack,2576,50,1288.0,4.1,226.0,Free Size,Red,True,Debit Card,2025-01-21,7.0,Pune,Not Returned
100233,MYN1232,Fastrack Sling Bags Casual,Bags,Sling Bags,Fastrack,696,10,626.4,4.2,3138.0,Free Size,Blue,False,Credit Card,2025-03-15,3.0,Lucknow,Not Returned
100060,MYN1059,Flying Machine Shorts Edition,Bottomwear,Shorts,Flying Machine,2083,0,2083.0,2.7,4572.0,XL,Red,False,Debit Card,2025-07-28,6.0,Pune,Not Returned
100007,MYN1006,Noise Bluetooth Speakers Everyday,Electronics,Bluetooth Speakers,Noise,1136,50,568.0,3.4,4860.0,Free Size,Black,True,UPI,2025-07-07,5.0,Kolkata,Not Returned
100186,MYN1185,Fastrack Belts Casual,Accessories,Belts,Fastrack,3649,10,3284.1,5.0,3944.0,Free Size,Beige,False,Net Banking,2025-04-18,2.0,Lucknow,Not Returned
100174,MYN1173,Roadster Shorts Pro,Bottomwear,Shorts,Roadster,739,20,591.2,3.3,106.0,L,Blue,False,Debit Card,2025-06-13,7.0,Ahmedabad,Not Returned
100031,MYN1030,Puma Sandals Classic,Footwear,Sandals,Puma,1244,30,870.8,2.7,2951.0,7,Grey,False,UPI,2025-02-26,5.0,Jaipur,Not Returned
100023,MYN1022,Fastrack Sunglasses Sport,Accessories,Sunglasses,Fastrack,552,60,220.8,,,Free Size,Navy Blue,True,Net Banking,2025-06-02,6.0,Pune,Exchanged
100257,MYN1256,Bata Sandals Everyday,Footwear,Sandals,Bata,1404,30,982.8,2.8,579.0,7,White,True,Credit Card,2025-03-27,5.0,Bangalore,Not Returned
100057,MYN1056,Woodland Jackets Edition,Winterwear,Jackets,Woodland,1438,60,575.2,,,L,Navy Blue,False,Credit Card,2025-07-10,2.0,Hyderabad,Returned
100187,MYN1186,Puma Formal Shoes Classic,Footwear,Formal Shoes,Puma,4703,50,2351.5,4.0,2508.0,10,White,True,Cash on Delivery,2025-02-07,5.0,Mumbai,Not Returned
100109,MYN1108,Levis Sweatshirts Sport,Topwear,Sweatshirts,Levis,1129,50,564.5,3.5,4798.0,XXL,Black,False,Debit Card,2025-05-02,,Hyderabad,Not Returned
100127,MYN1126,WROGN Shirts Pro,Topwear,Shirts,WROGN,1248,10,1123.2,3.8,2377.0,M,Navy Blue,True,Debit Card,2025-03-09,7.0,Mumbai,Not Returned
100231,MYN1230,Puma Wallets Casual,Accessories,Wallets,Puma,1151,20,920.8,2.8,4725.0,Free Size,Pink,True,Debit Card,2025-07-15,8.0,Lucknow,Returned
100194,MYN1193,Sparx Slippers Everyday,Footwear,Slippers,Sparx,1388,10,1249.2,2.7,1954.0,11,Beige,False,Cash on Delivery,2025-01-10,,Chennai,Not Returned
100130,MYN1129,HRX Jackets Edition,Winterwear,Jackets,HRX,2023,30,1416.1,4.0,2746.0,XXL,Maroon,False,Debit Card,2025-03-08,9.0,Jaipur,Exchanged
100283,MYN1282,Being Human Sweatshirts Casual,Topwear,Sweatshirts,Being Human,1638,30,1146.6,4.7,3803.0,M,Blue,False,Net Banking,2025-03-23,5.0,Pune,Returned
100083,MYN1082,Woodland Mufflers Edition,Winterwear,Mufflers,Woodland,1571,40,942.6,4.5,1315.0,XL,Blue,True,Net Banking,2025-06-14,6.0,Hyderabad,Not Returned
100085,MYN1084,Levis Hoodies Casual,Topwear,Hoodies,Levis,2287,20,1829.6,3.5,4034.0,M,Navy Blue,True,UPI,2025-07-25,6.0,Kolkata,Not Returned
100067,MYN1066,Nike Sports Shoes Casual,Footwear,Sports Shoes,Nike,1041,30,728.7,3.0,1720.0,10,Maroon,False,UPI,2025-01-25,4.0,Hyderabad,Not Returned
100289,MYN1288,Wildcraft Sling Bags Sport,Bags,Sling Bags,Wildcraft,3249,0,3249.0,3.5,414.0,Free Size,White,False,Net Banking,2025-04-12,4.0,Lucknow,Not Returned
100164,MYN1163,Roadster Mufflers Pro,Winterwear,Mufflers,Roadster,1617,40,970.2,2.8,4404.0,XL,Olive,False,Net Banking,2025-03-21,3.0,Bangalore,Not Returned
100155,MYN1154,Flying Machine Joggers Edition,Bottomwear,Joggers,Flying Machine,2981,20,2384.8,4.0,1270.0,L,Pink,False,UPI,2025-05-05,5.0,Bangalore,Not Returned
100020,MYN1019,Fastrack Watches Everyday,Accessories,Watches,Fastrack,3275,30,2292.5,4.6,1803.0,Free Size,Black,True,Credit Card,2025-07-04,2.0,Lucknow,Returned
100125,MYN1124,Roadster Track Pants Edition,Bottomwear,Track Pants,Roadster,2193,10,1973.7,,,M,Olive,False,Cash on Delivery,2025-02-26,3.0,Mumbai,Not Returned
100080,MYN1079,Fastrack Sling Bags Classic,Bags,Sling Bags,Fastrack,2327,30,1628.9,3.4,2040.0,Free Size,Maroon,False,Cash on Delivery,2025-01-10,6.0,Bangalore,Not Returned
100115,MYN1114,Skybags Sling Bags Classic,Bags,Sling Bags,Skybags,2019,40,1211.4,4.1,3153.0,Free Size,Black,False,UPI,2025-04-28,9.0,Mumbai,Not Returned
100119,MYN1118,Levis Hoodies Pro,Topwear,Hoodies,Levis,1581,20,1264.8,3.9,3960.0,S,Navy Blue,False,Cash on Delivery,2025-01-04,6.0,Ahmedabad,Not Returned
100073,MYN1072,Flying Machine Shorts Classic,Bottomwear,Shorts,Flying Machine,1814,30,1269.8,4.6,126.0,L,Red,False,UPI,2025-02-13,2.0,Kolkata,Returned
100016,MYN1015,Titan Caps Sport,Accessories,Caps,Titan,2152,20,1721.6,3.7,1637.0,Free Size,White,False,UPI,2025-04-23,9.0,Delhi,Not Returned
100011,MYN1010,Ray-Ban Wallets Classic,Accessories,Wallets,Ray-Ban,3141,20,2512.8,2.6,1485.0,Free Size,Navy Blue,False,UPI,2025-06-28,8.0,Hyderabad,Not Returned
100195,MYN1194,H&M Mufflers Everyday,Winterwear,Mufflers,H&M,2185,60,874.0,3.1,4245.0,M,Red,False,Credit Card,2025-03-14,5.0,Lucknow,Not Returned
100102,MYN1101,Roadster Jackets Everyday,Topwear,Jackets,Roadster,1686,60,674.4,4.9,4278.0,XXL,Red,False,UPI,2025-05-22,8.0,Lucknow,Not Returned
100069,MYN1068,Adidas Sneakers Edition,Footwear,Sneakers,Adidas,3580,10,3222.0,3.3,2297.0,10,Red,False,UPI,2025-02-16,2.0,Hyderabad,Exchanged
100225,MYN1224,Roadster Jackets Classic,Winterwear,Jackets,Roadster,3007,40,1804.2,,,M,Blue,False,Net Banking,2025-03-31,5.0,Ahmedabad,Not Returned
100038,MYN1037,HRX Shorts Casual,Bottomwear,Shorts,HRX,2069,20,1655.2,4.4,2745.0,XXL,Navy Blue,True,Cash on Delivery,2025-01-29,7.0,Kolkata,Returned
100017,MYN1016,Being Human Shirts Casual,Topwear,Shirts,Being Human,1097,60,438.8,3.1,1708.0,M,Pink,False,Cash on Delivery,2025-06-09,7.0,Lucknow,Not Returned
100180,MYN1179,Roadster Track Pants Pro,Bottomwear,Track Pants,Roadster,1519,20,1215.2,4.3,3352.0,XL,Beige,False,Debit Card,2025-07-07,7.0,Mumbai,Not Returned
100148,MYN1147,Levis Sweatshirts Casual,Topwear,Sweatshirts,Levis,488,10,439.2,2.8,317.0,S,Red,False,Cash on Delivery,2025-07-14,4.0,Ahmedabad,Returned
100275,MYN1274,Sparx Slippers Sport,Footwear,Slippers,Sparx,1243,30,870.1,4.6,2417.0,8,Maroon,False,Net Banking,2025-01-29,6.0,Mumbai,Not Returned
100068,MYN1067,JBL Ear Phones Everyday,Electronics,Ear Phones,JBL,4955,10,4459.5,4.6,4700.0,Free Size,Grey,False,UPI,2025-06-19,6.0,Bangalore,Returned
100229,MYN1228,Being Human Hoodies Everyday,Topwear,Hoodies,Being Human,2041,20,1632.8,4.7,672.0,S,Pink,True,Cash on Delivery,2025-07-22,5.0,,Not Returned
100070,MYN1069,WROGN Caps Casual,Accessories,Caps,WROGN,3177,20,2541.6,,,Free Size,Black,False,Debit Card,2025-01-01,9.0,Delhi,Exchanged
100032,MYN1031,Titan Sunglasses Pro,Accessories,Sunglasses,Titan,698,50,349.0,2.6,4930.0,Free Size,Navy Blue,False,UPI,2025-02-01,8.0,Chennai,Not Returned
100184,MYN1183,American Tourister Sling Bags Everyday,Bags,Sling Bags,American Tourister,3316,20,2652.8,3.3,662.0,Free Size,White,False,Cash on Delivery,2025-02-13,3.0,Chennai,Not Returned
100266,MYN1265,Roadster Shirts Classic,Topwear,Shirts,Roadster,2487,50,1243.5,4.0,910.0,XXL,Beige,False,Debit Card,2025-07-29,4.0,Mumbai,Not Returned
100226,MYN1225,Skybags Sling Bags Classic,Bags,Sling Bags,Skybags,3338,0,3338.0,3.1,4284.0,Free Size,Red,False,UPI,2025-02-26,8.0,Bangalore,Not Returned
100141,MYN1140,Puma Sandals Sport,Footwear,Sandals,Puma,1932,30,1352.4,3.9,985.0,10,Maroon,False,UPI,2025-05-25,6.0,Pune,Returned
100019,MYN1018,Levis Hoodies Casual,Topwear,Hoodies,Levis,1007,30,704.9,4.2,1370.0,M,Red,False,Credit Card,2025-07-14,8.0,Mumbai,Returned
100182,MYN1181,boAt Ear Phones Everyday,Electronics,Ear Phones,boAt,3845,20,3076.0,,,Free Size,Red,True,Cash on Delivery,2025-03-01,3.0,Hyderabad,Not Returned
100097,MYN1096,Roadster Jackets Everyday,Winterwear,Jackets,Roadster,2423,10,2180.7,3.2,1760.0,L,Black,False,Debit Card,2025-05-21,7.0,Mumbai,Returned
100133,MYN1132,American Tourister Laptop Bags Casual,Bags,Laptop Bags,American Tourister,3307,20,2645.6,4.4,3999.0,Free Size,Olive,True,UPI,2025-03-23,5.0,Mumbai,Not Returned
100263,MYN1262,H&M Jackets Classic,Winterwear,Jackets,H&M,2735,20,2188.0,4.2,3373.0,S,Olive,True,Debit Card,2025-03-31,8.0,Hyderabad,Not Returned
100087,MYN1086,WROGN T-Shirts Edition,Topwear,T-Shirts,WROGN,1519,40,911.4,3.7,1866.0,L,Beige,False,Debit Card,2025-04-07,7.0,Hyderabad,Not Returned
100249,MYN1248,Sparx Slippers Classic,Footwear,Slippers,Sparx,3604,60,1441.6,2.8,596.0,7,Maroon,False,Credit Card,2025-04-23,2.0,Bangalore,Not Returned
100246,MYN1245,Bata Formal Shoes Edition,Footwear,Formal Shoes,Bata,1154,50,577.0,3.2,2239.0,7,Beige,False,UPI,2025-03-08,5.0,Delhi,Not Returned
100117,MYN1116,Wrangler Jeans Classic,Bottomwear,Jeans,Wrangler,1309,20,1047.2,2.8,4233.0,XXL,Beige,False,UPI,2025-04-25,9.0,Hyderabad,Not Returned
100147,MYN1146,Wrangler Trousers Classic,Bottomwear,Trousers,Wrangler,1534,0,1534.0,3.4,918.0,XXL,Olive,False,Debit Card,2025-04-13,3.0,Pune,Not Returned
100293,MYN1292,Fastrack Duffel Bags Everyday,Bags,Duffel Bags,Fastrack,3327,10,2994.3,4.7,1590.0,Free Size,Blue,False,Credit Card,2025-02-21,5.0,Kolkata,Not Returned
100198,MYN1197,Being Human Jackets Everyday,Topwear,Jackets,Being Human,1948,10,1753.2,2.8,2294.0,XL,Grey,False,Debit Card,2025-03-20,6.0,Delhi,Not Returned
100207,MYN1206,American Tourister Sling Bags Edition,Bags,Sling Bags,American Tourister,2875,10,2587.5,4.0,1614.0,Free Size,White,False,UPI,2025-04-15,2.0,Kolkata,Not Returned
100056,MYN1055,Woodland Mufflers Casual,Winterwear,Mufflers,Woodland,1666,20,1332.8,2.8,4469.0,XXL,Red,False,Credit Card,2025-01-08,3.0,Mumbai,Not Returned
100173,MYN1172,WROGN Belts Edition,Accessories,Belts,WROGN,2965,30,2075.5,4.7,715.0,Free Size,Navy Blue,False,UPI,2025-02-20,8.0,Mumbai,Not Returned
100185,MYN1184,Sparx Slippers Pro,Footwear,Slippers,Sparx,4618,0,4618.0,3.6,2960.0,7,Navy Blue,False,Net Banking,2025-01-12,2.0,Pune,Not Returned
100168,MYN1167,Noise Bluetooth Speakers Everyday,Electronics,Bluetooth Speakers,Noise,3431,20,2744.8,,,Free Size,Maroon,True,Net Banking,2025-07-22,5.0,Ahmedabad,Not Returned
100140,MYN1139,Being Human Sweatshirts Casual,Topwear,Sweatshirts,Being Human,1387,20,1109.6,3.2,4666.0,M,White,False,Cash on Delivery,2025-05-04,,Pune,Not Returned
100254,MYN1253,Nike Slippers Classic,Footwear,Slippers,Nike,3478,30,2434.6,4.1,1300.0,6,Black,False,Net Banking,2025-04-11,4.0,Jaipur,Not Returned
100039,MYN1038,Ray-Ban Caps Casual,Accessories,Caps,Ray-Ban,2072,30,1450.4,2.7,2480.0,Free Size,Black,False,Debit Card,2025-03-26,8.0,Ahmedabad,Not Returned
100126,MYN1125,HRX Jackets Everyday,Winterwear,Jackets,HRX,3435,30,2404.5,4.0,1597.0,XXL,White,False,Cash on Delivery,2025-05-03,3.0,Delhi,Not Returned
100196,MYN1195,HRX Mufflers Casual,Winterwear,Mufflers,HRX,2494,60,997.6,4.5,1383.0,XXL,Beige,False,Net Banking,2025-05-04,5.0,Kolkata,Not Returned
100284,MYN1283,Skybags Laptop Bags Pro,Bags,Laptop Bags,Skybags,3318,10,2986.2,2.8,116.0,Free Size,Black,False,Net Banking,2025-06-22,2.0,Ahmedabad,Not Returned
100138,MYN1137,Puma Caps Classic,Accessories,Caps,Puma,3403,40,2041.8,3.6,1454.0,Free Size,Maroon,True,Cash on Delivery,2025-01-29,5.0,Hyderabad,Not Returned
100113,MYN1112,Ray-Ban Watches Casual,Accessories,Watches,Ray-Ban,359,20,287.2,,,Free Size,Pink,False,Net Banking,2025-02-08,4.0,Delhi,Exchanged
100169,MYN1168,HRX Mufflers Classic,Winterwear,Mufflers,HRX,3143,40,1885.8,3.6,3713.0,S,Grey,True,Cash on Delivery,2025-03-29,7.0,Bangalore,Not Returned
100118,MYN1117,Roadster Sweaters Sport,Winterwear,Sweaters,Roadster,1688,0,1688.0,3.6,1467.0,XXL,Blue,True,Debit Card,2025-04-13,2.0,Bangalore,Not Returned
100278,MYN1277,Roadster Hoodies Pro,Topwear,Hoodies,Roadster,1402,20,1121.6,4.0,1304.0,L,Blue,False,UPI,2025-05-05,4.0,Pune,Exchanged
100272,MYN1271,Nike Sneakers Pro,Footwear,Sneakers,Nike,4263,40,2557.8,4.0,2929.0,9,Olive,False,UPI,2025-02-07,9.0,Hyderabad,Not Returned
100156,MYN1155,Being Human Jackets Sport,Topwear,Jackets,Being Human,928,60,371.2,2.9,940.0,XXL,Black,True,UPI,2025-01-14,,Ahmedabad,Not Returned
100177,MYN1176,boAt Bluetooth Speakers Pro,Electronics,Bluetooth Speakers,boAt,808,20,646.4,4.6,2632.0,Free Size,Navy Blue,True,Cash on Delivery,2025-06-01,9.0,Bangalore,Exchanged
100179,MYN1178,WROGN Jackets Edition,Topwear,Jackets,WROGN,881,30,616.7,3.9,650.0,S,Olive,True,Cash on Delivery,2025-07-20,7.0,,Not Returned
100003,MYN1002,Bata Sports Shoes Casual,Footwear,Sports Shoes,Bata,1746,10,1571.4,2.7,3006.0,7,Grey,False,UPI,2025-02-20,5.0,Mumbai,Not Returned
100116,MYN1115,WROGN Belts Edition,Accessories,Belts,WROGN,3941,60,1576.4,,,Free Size,Black,False,Credit Card,2025-02-16,9.0,Ahmedabad,Not Returned
100144,MYN1143,Levis Trousers Classic,Bottomwear,Trousers,Levis,715,60,286.0,2.9,3861.0,L,Red,False,Net Banking,2025-01-18,7.0,Bangalore,Not Returned
100178,MYN1177,Levis Jeans Edition,Bottomwear,Jeans,Levis,1915,40,1149.0,2.9,1463.0,S,Olive,False,Cash on Delivery,2025-03-10,8.0,Jaipur,Returned
100121,MYN1120,Levis Track Pants Edition,Bottomwear,Track Pants,Levis,2513,20,2010.4,3.7,4793.0,S,Black,False,Debit Card,2025-01-16,9.0,Mumbai,Not Returned
100211,MYN1210,WROGN Wallets Everyday,Accessories,Wallets,WROGN,945,0,945.0,3.3,662.0,Free Size,White,False,Debit Card,2025-03-30,7.0,Kolkata,Not Returned
